comment_sentence_id,class,category,comment_sentence,partition,instance_type,outlier
2503,Context_,DevelopmentNotes,the context is immutable.,0,1,0
2503,Context_,Expand,the context is immutable.,0,0,0
2503,Context_,Parameters,the context is immutable.,0,0,0
2503,Context_,Summary,the context is immutable.,1,0,0
2503,Context_,Usage,the context is immutable.,1,0,0
2504,Context_,DevelopmentNotes,modifications on attr parent must not,1,0,0
2504,Context_,Expand,modifications on attr parent must not,0,0,0
2504,Context_,Parameters,modifications on attr parent must not,0,1,0
2504,Context_,Summary,modifications on attr parent must not,1,0,0
2504,Context_,Usage,modifications on attr parent must not,0,1,0
2505,Context_,DevelopmentNotes,happen and modifications on attr vars are allowed from generated,0,0,0
2505,Context_,Expand,happen and modifications on attr vars are allowed from generated,0,0,0
2505,Context_,Parameters,happen and modifications on attr vars are allowed from generated,0,1,0
2505,Context_,Summary,happen and modifications on attr vars are allowed from generated,1,0,0
2505,Context_,Usage,happen and modifications on attr vars are allowed from generated,0,1,0
2506,Context_,DevelopmentNotes,template code only.,1,0,0
2506,Context_,Expand,template code only.,0,0,0
2506,Context_,Parameters,template code only.,0,1,0
2506,Context_,Summary,template code only.,1,0,0
2506,Context_,Usage,template code only.,0,1,0
2507,Context_,DevelopmentNotes,template filters and global functions marked as,0,0,0
2507,Context_,Expand,template filters and global functions marked as,0,0,0
2507,Context_,Parameters,template filters and global functions marked as,0,1,0
2507,Context_,Summary,template filters and global functions marked as,1,0,0
2507,Context_,Usage,template filters and global functions marked as,0,1,0
2508,Context_,DevelopmentNotes,func contextfunction s get the active context passed as first argument,0,0,0
2508,Context_,Expand,func contextfunction s get the active context passed as first argument,0,0,0
2508,Context_,Parameters,func contextfunction s get the active context passed as first argument,0,1,0
2508,Context_,Summary,func contextfunction s get the active context passed as first argument,1,0,0
2508,Context_,Usage,func contextfunction s get the active context passed as first argument,0,1,0
2509,Context_,DevelopmentNotes,and are allowed to access the context read only.,0,0,0
2509,Context_,Expand,and are allowed to access the context read only.,0,0,0
2509,Context_,Parameters,and are allowed to access the context read only.,0,1,0
2509,Context_,Summary,and are allowed to access the context read only.,1,0,0
2509,Context_,Usage,and are allowed to access the context read only.,0,1,0
2510,Context_,DevelopmentNotes,"the template context supports read only dict operations get ,",0,0,0
2510,Context_,Expand,"the template context supports read only dict operations get ,",0,0,0
2510,Context_,Parameters,"the template context supports read only dict operations get ,",0,1,0
2510,Context_,Summary,"the template context supports read only dict operations get ,",1,0,0
2510,Context_,Usage,"the template context supports read only dict operations get ,",0,0,0
2511,Context_,DevelopmentNotes,"keys , values , items , iterkeys , itervalues , iteritems ,",0,0,0
2511,Context_,Expand,"keys , values , items , iterkeys , itervalues , iteritems ,",0,0,0
2511,Context_,Parameters,"keys , values , items , iterkeys , itervalues , iteritems ,",0,1,0
2511,Context_,Summary,"keys , values , items , iterkeys , itervalues , iteritems ,",1,0,0
2511,Context_,Usage,"keys , values , items , iterkeys , itervalues , iteritems ,",1,0,0
2512,Context_,DevelopmentNotes,"getitem , contains .",0,0,0
2512,Context_,Expand,"getitem , contains .",0,0,0
2512,Context_,Parameters,"getitem , contains .",0,1,0
2512,Context_,Summary,"getitem , contains .",1,0,0
2512,Context_,Usage,"getitem , contains .",0,0,0
2513,Context_,DevelopmentNotes,additionally there is a meth resolve,0,0,0
2513,Context_,Expand,additionally there is a meth resolve,0,0,0
2513,Context_,Parameters,additionally there is a meth resolve,0,1,0
2513,Context_,Summary,additionally there is a meth resolve,1,0,0
2513,Context_,Usage,additionally there is a meth resolve,1,0,0
2514,Context_,DevelopmentNotes,method that doesn t fail with a keyerror but returns an,0,0,0
2514,Context_,Expand,method that doesn t fail with a keyerror but returns an,0,0,0
2514,Context_,Parameters,method that doesn t fail with a keyerror but returns an,0,1,0
2514,Context_,Summary,method that doesn t fail with a keyerror but returns an,0,0,0
2514,Context_,Usage,method that doesn t fail with a keyerror but returns an,0,0,0
2515,Context_,DevelopmentNotes,class undefined object for missing variables.,0,0,0
2515,Context_,Expand,class undefined object for missing variables.,0,0,0
2515,Context_,Parameters,class undefined object for missing variables.,0,1,0
2515,Context_,Summary,class undefined object for missing variables.,0,0,0
2515,Context_,Usage,class undefined object for missing variables.,1,0,0
2540,ConvertingTuple,DevelopmentNotes,a converting tuple wrapper.,0,0,0
2540,ConvertingTuple,Expand,a converting tuple wrapper.,0,0,0
2540,ConvertingTuple,Parameters,a converting tuple wrapper.,0,0,0
2540,ConvertingTuple,Summary,a converting tuple wrapper.,0,1,0
2540,ConvertingTuple,Usage,a converting tuple wrapper.,0,0,0
2542,CookieConflictError,DevelopmentNotes,there are two cookies that meet the criteria specified in the cookie jar.,1,0,0
2542,CookieConflictError,Expand,there are two cookies that meet the criteria specified in the cookie jar.,0,0,0
2542,CookieConflictError,Parameters,there are two cookies that meet the criteria specified in the cookie jar.,0,0,0
2542,CookieConflictError,Summary,there are two cookies that meet the criteria specified in the cookie jar.,0,1,0
2542,CookieConflictError,Usage,there are two cookies that meet the criteria specified in the cookie jar.,1,0,0
2543,CookieConflictError,DevelopmentNotes,use ^get and ^set and include domain and path args in order to be more specific.,0,1,0
2543,CookieConflictError,Expand,use ^get and ^set and include domain and path args in order to be more specific.,0,0,0
2543,CookieConflictError,Parameters,use ^get and ^set and include domain and path args in order to be more specific.,0,0,0
2543,CookieConflictError,Summary,use ^get and ^set and include domain and path args in order to be more specific.,0,0,0
2543,CookieConflictError,Usage,use ^get and ^set and include domain and path args in order to be more specific.,0,0,0
2546,DataViewSequence,DevelopmentNotes,a sequence of data views.,0,0,0
2546,DataViewSequence,Expand,a sequence of data views.,0,0,0
2546,DataViewSequence,Parameters,a sequence of data views.,0,0,0
2546,DataViewSequence,Summary,a sequence of data views.,0,1,0
2546,DataViewSequence,Usage,a sequence of data views.,1,0,0
2547,DataViewSequence,DevelopmentNotes,each entry is an instance of item class .,1,0,0
2547,DataViewSequence,Expand,each entry is an instance of item class .,0,0,0
2547,DataViewSequence,Parameters,each entry is an instance of item class .,0,1,0
2547,DataViewSequence,Summary,each entry is an instance of item class .,0,0,0
2547,DataViewSequence,Usage,each entry is an instance of item class .,0,0,0
2550,Date,DevelopmentNotes,a date literal.,0,0,0
2550,Date,Expand,a date literal.,0,0,0
2550,Date,Parameters,a date literal.,0,0,0
2550,Date,Summary,a date literal.,0,1,0
2550,Date,Usage,a date literal.,1,0,0
2555,DirectedGraph,DevelopmentNotes,a graph structure with directed edges.,0,0,0
2555,DirectedGraph,Expand,a graph structure with directed edges.,0,0,0
2555,DirectedGraph,Parameters,a graph structure with directed edges.,0,0,0
2555,DirectedGraph,Summary,a graph structure with directed edges.,0,1,0
2555,DirectedGraph,Usage,a graph structure with directed edges.,0,0,0
2557,Distribution,DevelopmentNotes,"a base class for distributions, whether installed or from indexes.",0,0,0
2557,Distribution,Expand,"a base class for distributions, whether installed or from indexes.",0,0,0
2557,Distribution,Parameters,"a base class for distributions, whether installed or from indexes.",0,0,0
2557,Distribution,Summary,"a base class for distributions, whether installed or from indexes.",0,1,0
2557,Distribution,Usage,"a base class for distributions, whether installed or from indexes.",1,0,0
2558,Distribution,DevelopmentNotes,"either way, it must have some metadata, so that s all that s needed",0,0,0
2558,Distribution,Expand,"either way, it must have some metadata, so that s all that s needed",0,0,0
2558,Distribution,Parameters,"either way, it must have some metadata, so that s all that s needed",0,0,0
2558,Distribution,Summary,"either way, it must have some metadata, so that s all that s needed",0,0,0
2558,Distribution,Usage,"either way, it must have some metadata, so that s all that s needed",0,1,0
2559,Distribution,DevelopmentNotes,for construction.,0,0,0
2559,Distribution,Expand,for construction.,0,0,0
2559,Distribution,Parameters,for construction.,0,0,0
2559,Distribution,Summary,for construction.,0,0,0
2559,Distribution,Usage,for construction.,0,1,0
2563,DocumentErrorTree,DevelopmentNotes,implements a dict like class to query errors by indexes following the,0,0,0
2563,DocumentErrorTree,Expand,implements a dict like class to query errors by indexes following the,0,0,0
2563,DocumentErrorTree,Parameters,implements a dict like class to query errors by indexes following the,0,0,0
2563,DocumentErrorTree,Summary,implements a dict like class to query errors by indexes following the,1,1,0
2563,DocumentErrorTree,Usage,implements a dict like class to query errors by indexes following the,0,0,0
2568,Environment,DevelopmentNotes,it contains,0,0,0
2568,Environment,Expand,it contains,1,1,0
2568,Environment,Parameters,it contains,0,0,0
2568,Environment,Summary,it contains,0,0,0
2568,Environment,Usage,it contains,1,0,0
2569,Environment,DevelopmentNotes,"important shared variables like configuration, filters, tests,",0,0,0
2569,Environment,Expand,"important shared variables like configuration, filters, tests,",1,1,0
2569,Environment,Parameters,"important shared variables like configuration, filters, tests,",0,0,0
2569,Environment,Summary,"important shared variables like configuration, filters, tests,",0,1,0
2569,Environment,Usage,"important shared variables like configuration, filters, tests,",0,0,0
2570,Environment,DevelopmentNotes,globals and others.,0,0,0
2570,Environment,Expand,globals and others.,0,1,0
2570,Environment,Parameters,globals and others.,0,0,0
2570,Environment,Summary,globals and others.,0,1,0
2570,Environment,Usage,globals and others.,1,0,0
2571,Environment,DevelopmentNotes,instances of this class may be modified if,0,0,0
2571,Environment,Expand,instances of this class may be modified if,1,1,0
2571,Environment,Parameters,instances of this class may be modified if,0,1,0
2571,Environment,Summary,instances of this class may be modified if,1,1,0
2571,Environment,Usage,instances of this class may be modified if,0,0,0
2572,Environment,DevelopmentNotes,they are not shared and if no template was loaded so far.,0,0,0
2572,Environment,Expand,they are not shared and if no template was loaded so far.,1,1,0
2572,Environment,Parameters,they are not shared and if no template was loaded so far.,1,1,0
2572,Environment,Summary,they are not shared and if no template was loaded so far.,1,1,0
2572,Environment,Usage,they are not shared and if no template was loaded so far.,1,0,0
2573,Environment,DevelopmentNotes,modifications on environments after the first template was loaded,0,0,0
2573,Environment,Expand,modifications on environments after the first template was loaded,1,1,0
2573,Environment,Parameters,modifications on environments after the first template was loaded,0,1,0
2573,Environment,Summary,modifications on environments after the first template was loaded,0,1,0
2573,Environment,Usage,modifications on environments after the first template was loaded,0,0,0
2574,Environment,DevelopmentNotes,will lead to surprising effects and undefined behavior.,0,0,0
2574,Environment,Expand,will lead to surprising effects and undefined behavior.,0,1,0
2574,Environment,Parameters,will lead to surprising effects and undefined behavior.,1,1,0
2574,Environment,Summary,will lead to surprising effects and undefined behavior.,0,1,0
2574,Environment,Usage,will lead to surprising effects and undefined behavior.,1,0,0
2575,Environment,DevelopmentNotes,here are the possible initialization parameters,0,0,0
2575,Environment,Expand,here are the possible initialization parameters,0,0,0
2575,Environment,Parameters,here are the possible initialization parameters,0,1,0
2575,Environment,Summary,here are the possible initialization parameters,0,0,0
2575,Environment,Usage,here are the possible initialization parameters,0,0,0
2576,Environment,DevelopmentNotes,block start string,0,0,0
2576,Environment,Expand,block start string,0,0,0
2576,Environment,Parameters,block start string,1,1,0
2576,Environment,Summary,block start string,0,0,0
2576,Environment,Usage,block start string,1,0,0
2577,Environment,DevelopmentNotes,the string marking the beginning of a block.,0,0,0
2577,Environment,Expand,the string marking the beginning of a block.,0,0,0
2577,Environment,Parameters,the string marking the beginning of a block.,0,1,0
2577,Environment,Summary,the string marking the beginning of a block.,0,0,0
2577,Environment,Usage,the string marking the beginning of a block.,0,0,0
2578,Environment,DevelopmentNotes,defaults to % .,0,0,0
2578,Environment,Expand,defaults to % .,0,0,0
2578,Environment,Parameters,defaults to % .,0,1,0
2578,Environment,Summary,defaults to % .,0,0,0
2578,Environment,Usage,defaults to % .,0,0,0
2579,Environment,DevelopmentNotes,block end string,0,0,0
2579,Environment,Expand,block end string,0,0,0
2579,Environment,Parameters,block end string,1,1,0
2579,Environment,Summary,block end string,0,0,0
2579,Environment,Usage,block end string,0,0,0
2580,Environment,DevelopmentNotes,the string marking the end of a block.,0,0,0
2580,Environment,Expand,the string marking the end of a block.,0,0,0
2580,Environment,Parameters,the string marking the end of a block.,0,1,0
2580,Environment,Summary,the string marking the end of a block.,0,0,0
2580,Environment,Usage,the string marking the end of a block.,0,0,0
2581,Environment,DevelopmentNotes,defaults to % .,0,0,0
2581,Environment,Expand,defaults to % .,0,0,0
2581,Environment,Parameters,defaults to % .,0,1,0
2581,Environment,Summary,defaults to % .,0,0,0
2581,Environment,Usage,defaults to % .,0,0,0
2582,Environment,DevelopmentNotes,variable start string,0,0,0
2582,Environment,Expand,variable start string,0,0,0
2582,Environment,Parameters,variable start string,0,1,0
2582,Environment,Summary,variable start string,0,0,0
2582,Environment,Usage,variable start string,0,0,0
2583,Environment,DevelopmentNotes,the string marking the beginning of a print statement.,0,0,0
2583,Environment,Expand,the string marking the beginning of a print statement.,0,0,0
2583,Environment,Parameters,the string marking the beginning of a print statement.,1,1,0
2583,Environment,Summary,the string marking the beginning of a print statement.,0,0,0
2583,Environment,Usage,the string marking the beginning of a print statement.,0,0,0
2584,Environment,DevelopmentNotes,defaults to .,0,0,0
2584,Environment,Expand,defaults to .,0,0,0
2584,Environment,Parameters,defaults to .,0,1,0
2584,Environment,Summary,defaults to .,0,0,0
2584,Environment,Usage,defaults to .,0,0,0
2585,Environment,DevelopmentNotes,variable end string,0,0,0
2585,Environment,Expand,variable end string,0,0,0
2585,Environment,Parameters,variable end string,1,1,0
2585,Environment,Summary,variable end string,0,0,0
2585,Environment,Usage,variable end string,0,0,0
2586,Environment,DevelopmentNotes,the string marking the end of a print statement.,0,0,0
2586,Environment,Expand,the string marking the end of a print statement.,0,0,0
2586,Environment,Parameters,the string marking the end of a print statement.,1,1,0
2586,Environment,Summary,the string marking the end of a print statement.,0,0,0
2586,Environment,Usage,the string marking the end of a print statement.,0,0,0
2587,Environment,DevelopmentNotes,defaults to,0,0,0
2587,Environment,Expand,defaults to,0,0,0
2587,Environment,Parameters,defaults to,1,1,0
2587,Environment,Summary,defaults to,0,0,0
2587,Environment,Usage,defaults to,0,0,0
2588,Environment,DevelopmentNotes,comment start string,0,0,0
2588,Environment,Expand,comment start string,0,0,0
2588,Environment,Parameters,comment start string,1,1,0
2588,Environment,Summary,comment start string,0,0,0
2588,Environment,Usage,comment start string,0,0,0
2589,Environment,DevelopmentNotes,the string marking the beginning of a comment.,0,0,0
2589,Environment,Expand,the string marking the beginning of a comment.,0,0,0
2589,Environment,Parameters,the string marking the beginning of a comment.,1,1,0
2589,Environment,Summary,the string marking the beginning of a comment.,0,0,0
2589,Environment,Usage,the string marking the beginning of a comment.,0,0,0
2591,Environment,DevelopmentNotes,comment end string,0,0,0
2591,Environment,Expand,comment end string,0,0,0
2591,Environment,Parameters,comment end string,0,1,0
2591,Environment,Summary,comment end string,0,0,0
2591,Environment,Usage,comment end string,0,0,0
2592,Environment,DevelopmentNotes,the string marking the end of a comment.,0,0,0
2592,Environment,Expand,the string marking the end of a comment.,0,0,0
2592,Environment,Parameters,the string marking the end of a comment.,0,1,0
2592,Environment,Summary,the string marking the end of a comment.,0,0,0
2592,Environment,Usage,the string marking the end of a comment.,0,0,0
2594,Environment,DevelopmentNotes,line statement prefix,0,0,0
2594,Environment,Expand,line statement prefix,0,0,0
2594,Environment,Parameters,line statement prefix,0,1,0
2594,Environment,Summary,line statement prefix,0,0,0
2594,Environment,Usage,line statement prefix,0,0,0
2595,Environment,DevelopmentNotes,"if given and a string, this will be used as prefix for line based",0,0,0
2595,Environment,Expand,"if given and a string, this will be used as prefix for line based",0,0,0
2595,Environment,Parameters,"if given and a string, this will be used as prefix for line based",0,1,0
2595,Environment,Summary,"if given and a string, this will be used as prefix for line based",0,0,0
2595,Environment,Usage,"if given and a string, this will be used as prefix for line based",0,0,0
2596,Environment,DevelopmentNotes,statements.,0,0,0
2596,Environment,Expand,statements.,0,0,0
2596,Environment,Parameters,statements.,0,1,0
2596,Environment,Summary,statements.,0,0,0
2596,Environment,Usage,statements.,0,0,0
2597,Environment,DevelopmentNotes,see also ref line statements .,0,0,0
2597,Environment,Expand,see also ref line statements .,0,0,0
2597,Environment,Parameters,see also ref line statements .,0,1,0
2597,Environment,Summary,see also ref line statements .,0,0,0
2597,Environment,Usage,see also ref line statements .,0,0,0
2598,Environment,DevelopmentNotes,line comment prefix,0,0,0
2598,Environment,Expand,line comment prefix,0,0,0
2598,Environment,Parameters,line comment prefix,1,1,0
2598,Environment,Summary,line comment prefix,0,0,0
2598,Environment,Usage,line comment prefix,0,0,0
2599,Environment,DevelopmentNotes,"if given and a string, this will be used as prefix for line based",0,0,0
2599,Environment,Expand,"if given and a string, this will be used as prefix for line based",0,0,0
2599,Environment,Parameters,"if given and a string, this will be used as prefix for line based",1,1,0
2599,Environment,Summary,"if given and a string, this will be used as prefix for line based",0,0,0
2599,Environment,Usage,"if given and a string, this will be used as prefix for line based",0,0,0
2600,Environment,DevelopmentNotes,comments.,0,0,0
2600,Environment,Expand,comments.,0,0,0
2600,Environment,Parameters,comments.,1,1,0
2600,Environment,Summary,comments.,0,0,0
2600,Environment,Usage,comments.,0,0,0
2601,Environment,DevelopmentNotes,see also ref line statements .,0,0,0
2601,Environment,Expand,see also ref line statements .,0,0,0
2601,Environment,Parameters,see also ref line statements .,1,1,0
2601,Environment,Summary,see also ref line statements .,0,0,0
2601,Environment,Usage,see also ref line statements .,0,0,0
2602,Environment,DevelopmentNotes,versionadded 22,0,0,0
2602,Environment,Expand,versionadded 22,0,0,0
2602,Environment,Parameters,versionadded 22,1,1,0
2602,Environment,Summary,versionadded 22,0,0,0
2602,Environment,Usage,versionadded 22,0,0,0
2603,Environment,DevelopmentNotes,trim blocks,0,0,0
2603,Environment,Expand,trim blocks,0,0,0
2603,Environment,Parameters,trim blocks,0,1,0
2603,Environment,Summary,trim blocks,0,0,0
2603,Environment,Usage,trim blocks,0,0,0
2604,Environment,DevelopmentNotes,if this is set to true the first newline after a block is,0,0,0
2604,Environment,Expand,if this is set to true the first newline after a block is,0,0,0
2604,Environment,Parameters,if this is set to true the first newline after a block is,0,1,0
2604,Environment,Summary,if this is set to true the first newline after a block is,0,0,0
2604,Environment,Usage,if this is set to true the first newline after a block is,0,0,0
2605,Environment,DevelopmentNotes,"removed block, not variable tag!",0,0,0
2605,Environment,Expand,"removed block, not variable tag!",0,0,0
2605,Environment,Parameters,"removed block, not variable tag!",0,1,0
2605,Environment,Summary,"removed block, not variable tag!",0,0,0
2605,Environment,Usage,"removed block, not variable tag!",0,0,0
2606,Environment,DevelopmentNotes,.,0,0,0
2606,Environment,Expand,.,0,0,0
2606,Environment,Parameters,.,0,1,0
2606,Environment,Summary,.,0,0,0
2606,Environment,Usage,.,0,0,0
2608,Environment,DevelopmentNotes,lstrip blocks,0,0,0
2608,Environment,Expand,lstrip blocks,0,0,0
2608,Environment,Parameters,lstrip blocks,0,1,0
2608,Environment,Summary,lstrip blocks,0,0,0
2608,Environment,Usage,lstrip blocks,0,0,0
2609,Environment,DevelopmentNotes,if this is set to true leading spaces and tabs are stripped,0,0,0
2609,Environment,Expand,if this is set to true leading spaces and tabs are stripped,0,0,0
2609,Environment,Parameters,if this is set to true leading spaces and tabs are stripped,1,1,0
2609,Environment,Summary,if this is set to true leading spaces and tabs are stripped,0,0,0
2609,Environment,Usage,if this is set to true leading spaces and tabs are stripped,0,0,0
2610,Environment,DevelopmentNotes,from the start of a line to a block.,0,0,0
2610,Environment,Expand,from the start of a line to a block.,0,0,0
2610,Environment,Parameters,from the start of a line to a block.,0,1,0
2610,Environment,Summary,from the start of a line to a block.,0,0,0
2610,Environment,Usage,from the start of a line to a block.,0,0,0
2612,Environment,DevelopmentNotes,newline sequence,0,0,0
2612,Environment,Expand,newline sequence,0,0,0
2612,Environment,Parameters,newline sequence,1,1,0
2612,Environment,Summary,newline sequence,0,0,0
2612,Environment,Usage,newline sequence,0,0,0
2613,Environment,DevelopmentNotes,the sequence that starts a newline.,0,0,0
2613,Environment,Expand,the sequence that starts a newline.,0,0,0
2613,Environment,Parameters,the sequence that starts a newline.,0,1,0
2613,Environment,Summary,the sequence that starts a newline.,0,0,0
2613,Environment,Usage,the sequence that starts a newline.,0,0,0
2614,Environment,DevelopmentNotes,"must be one of r ,",0,0,0
2614,Environment,Expand,"must be one of r ,",0,0,0
2614,Environment,Parameters,"must be one of r ,",1,1,0
2614,Environment,Summary,"must be one of r ,",0,0,0
2614,Environment,Usage,"must be one of r ,",0,0,0
2615,Environment,DevelopmentNotes,n or r n .,0,0,0
2615,Environment,Expand,n or r n .,0,0,0
2615,Environment,Parameters,n or r n .,0,1,0
2615,Environment,Summary,n or r n .,0,0,0
2615,Environment,Usage,n or r n .,0,0,0
2616,Environment,DevelopmentNotes,the default is n which is a,0,0,0
2616,Environment,Expand,the default is n which is a,0,0,0
2616,Environment,Parameters,the default is n which is a,1,1,0
2616,Environment,Summary,the default is n which is a,0,0,0
2616,Environment,Usage,the default is n which is a,0,0,0
2617,Environment,DevelopmentNotes,useful default for linux and os x systems as well as web,0,0,0
2617,Environment,Expand,useful default for linux and os x systems as well as web,0,0,0
2617,Environment,Parameters,useful default for linux and os x systems as well as web,0,1,0
2617,Environment,Summary,useful default for linux and os x systems as well as web,0,0,0
2617,Environment,Usage,useful default for linux and os x systems as well as web,0,0,0
2618,Environment,DevelopmentNotes,applications.,0,0,0
2618,Environment,Expand,applications.,0,0,0
2618,Environment,Parameters,applications.,1,1,0
2618,Environment,Summary,applications.,0,0,0
2618,Environment,Usage,applications.,0,0,0
2619,Environment,DevelopmentNotes,keep trailing newline,0,0,0
2619,Environment,Expand,keep trailing newline,0,0,0
2619,Environment,Parameters,keep trailing newline,0,1,0
2619,Environment,Summary,keep trailing newline,0,0,0
2619,Environment,Usage,keep trailing newline,0,0,0
2620,Environment,DevelopmentNotes,preserve the trailing newline when rendering templates.,0,0,0
2620,Environment,Expand,preserve the trailing newline when rendering templates.,0,0,0
2620,Environment,Parameters,preserve the trailing newline when rendering templates.,1,1,0
2620,Environment,Summary,preserve the trailing newline when rendering templates.,0,0,0
2620,Environment,Usage,preserve the trailing newline when rendering templates.,0,0,0
2621,Environment,DevelopmentNotes,"the default is false , which causes a single newline,",0,0,0
2621,Environment,Expand,"the default is false , which causes a single newline,",0,0,0
2621,Environment,Parameters,"the default is false , which causes a single newline,",0,1,0
2621,Environment,Summary,"the default is false , which causes a single newline,",0,0,0
2621,Environment,Usage,"the default is false , which causes a single newline,",0,0,0
2622,Environment,DevelopmentNotes,"if present, to be stripped from the end of the template.",0,0,0
2622,Environment,Expand,"if present, to be stripped from the end of the template.",0,0,0
2622,Environment,Parameters,"if present, to be stripped from the end of the template.",1,1,0
2622,Environment,Summary,"if present, to be stripped from the end of the template.",0,0,0
2622,Environment,Usage,"if present, to be stripped from the end of the template.",0,0,0
2623,Environment,DevelopmentNotes,versionadded 27,0,0,0
2623,Environment,Expand,versionadded 27,0,0,0
2623,Environment,Parameters,versionadded 27,0,1,0
2623,Environment,Summary,versionadded 27,0,0,0
2623,Environment,Usage,versionadded 27,0,0,0
2624,Environment,DevelopmentNotes,extensions,0,0,0
2624,Environment,Expand,extensions,0,0,0
2624,Environment,Parameters,extensions,1,1,0
2624,Environment,Summary,extensions,0,0,0
2624,Environment,Usage,extensions,0,0,0
2626,Environment,DevelopmentNotes,this can either be import paths,0,0,0
2626,Environment,Expand,this can either be import paths,0,0,0
2626,Environment,Parameters,this can either be import paths,0,1,0
2626,Environment,Summary,this can either be import paths,0,0,0
2626,Environment,Usage,this can either be import paths,0,0,0
2627,Environment,DevelopmentNotes,as strings or extension classes.,0,0,0
2627,Environment,Expand,as strings or extension classes.,0,0,0
2627,Environment,Parameters,as strings or extension classes.,1,1,0
2627,Environment,Summary,as strings or extension classes.,0,0,0
2627,Environment,Usage,as strings or extension classes.,0,0,0
2628,Environment,DevelopmentNotes,for more information have a,0,0,0
2628,Environment,Expand,for more information have a,0,0,0
2628,Environment,Parameters,for more information have a,0,1,0
2628,Environment,Summary,for more information have a,0,0,0
2628,Environment,Usage,for more information have a,0,0,0
2630,Environment,DevelopmentNotes,optimized,0,0,0
2630,Environment,Expand,optimized,0,0,0
2630,Environment,Parameters,optimized,1,1,0
2630,Environment,Summary,optimized,0,0,0
2630,Environment,Usage,optimized,0,0,0
2631,Environment,DevelopmentNotes,should the optimizer be enabled?,0,0,0
2631,Environment,Expand,should the optimizer be enabled?,0,0,0
2631,Environment,Parameters,should the optimizer be enabled?,0,1,0
2631,Environment,Summary,should the optimizer be enabled?,0,0,0
2631,Environment,Usage,should the optimizer be enabled?,0,0,0
2632,Environment,DevelopmentNotes,default is true .,0,0,0
2632,Environment,Expand,default is true .,0,0,0
2632,Environment,Parameters,default is true .,1,1,0
2632,Environment,Summary,default is true .,0,0,0
2632,Environment,Usage,default is true .,0,0,0
2633,Environment,DevelopmentNotes,undefined,0,0,0
2633,Environment,Expand,undefined,0,0,0
2633,Environment,Parameters,undefined,0,1,0
2633,Environment,Summary,undefined,0,0,0
2633,Environment,Usage,undefined,0,0,0
2636,Environment,DevelopmentNotes,finalize,0,0,0
2636,Environment,Expand,finalize,0,0,0
2636,Environment,Parameters,finalize,1,1,0
2636,Environment,Summary,finalize,0,0,0
2636,Environment,Usage,finalize,0,0,0
2637,Environment,DevelopmentNotes,a callable that can be used to process the result of a variable,0,0,0
2637,Environment,Expand,a callable that can be used to process the result of a variable,0,0,0
2637,Environment,Parameters,a callable that can be used to process the result of a variable,0,1,0
2637,Environment,Summary,a callable that can be used to process the result of a variable,0,0,0
2637,Environment,Usage,a callable that can be used to process the result of a variable,0,0,0
2638,Environment,DevelopmentNotes,expression before it is output.,0,0,0
2638,Environment,Expand,expression before it is output.,0,0,0
2638,Environment,Parameters,expression before it is output.,1,1,0
2638,Environment,Summary,expression before it is output.,0,0,0
2638,Environment,Usage,expression before it is output.,0,0,0
2639,Environment,DevelopmentNotes,for example one can convert,0,0,0
2639,Environment,Expand,for example one can convert,0,0,0
2639,Environment,Parameters,for example one can convert,0,1,0
2639,Environment,Summary,for example one can convert,0,0,0
2639,Environment,Usage,for example one can convert,0,0,0
2640,Environment,DevelopmentNotes,none implicitly into an empty string here.,0,0,0
2640,Environment,Expand,none implicitly into an empty string here.,0,0,0
2640,Environment,Parameters,none implicitly into an empty string here.,1,1,0
2640,Environment,Summary,none implicitly into an empty string here.,0,0,0
2640,Environment,Usage,none implicitly into an empty string here.,0,0,0
2641,Environment,DevelopmentNotes,autoescape,0,0,0
2641,Environment,Expand,autoescape,0,0,0
2641,Environment,Parameters,autoescape,0,1,0
2641,Environment,Summary,autoescape,0,0,0
2641,Environment,Usage,autoescape,0,0,0
2642,Environment,DevelopmentNotes,if set to true the xml html autoescaping feature is enabled by,0,0,0
2642,Environment,Expand,if set to true the xml html autoescaping feature is enabled by,0,0,0
2642,Environment,Parameters,if set to true the xml html autoescaping feature is enabled by,1,1,0
2642,Environment,Summary,if set to true the xml html autoescaping feature is enabled by,0,0,0
2642,Environment,Usage,if set to true the xml html autoescaping feature is enabled by,0,0,0
2643,Environment,DevelopmentNotes,default.,0,0,0
2643,Environment,Expand,default.,0,0,0
2643,Environment,Parameters,default.,0,1,0
2643,Environment,Summary,default.,0,0,0
2643,Environment,Usage,default.,0,0,0
2644,Environment,DevelopmentNotes,for more details about autoescaping see,0,0,0
2644,Environment,Expand,for more details about autoescaping see,0,0,0
2644,Environment,Parameters,for more details about autoescaping see,0,1,0
2644,Environment,Summary,for more details about autoescaping see,0,0,0
2644,Environment,Usage,for more details about autoescaping see,0,0,0
2645,Environment,DevelopmentNotes,class jinja2^utils.markup .,0,0,0
2645,Environment,Expand,class jinja2^utils.markup .,0,0,0
2645,Environment,Parameters,class jinja2^utils.markup .,0,1,0
2645,Environment,Summary,class jinja2^utils.markup .,0,0,0
2645,Environment,Usage,class jinja2^utils.markup .,0,0,0
2646,Environment,DevelopmentNotes,as of jinja 24 this can also,0,0,0
2646,Environment,Expand,as of jinja 24 this can also,0,0,0
2646,Environment,Parameters,as of jinja 24 this can also,0,1,0
